date,season,home_team,away_team,home_points,away_points,total_points,point_diff,winner,neutral_site,postseason
2007-12-31,2007,Auburn,Clemson,23,20,43,3,Auburn,False,True
2008-01-01,2007,Tennessee,Wisconsin,21,17,38,4,Tennessee,False,True
2008-01-01,2007,Arkansas,Missouri,7,38,45,-31,Missouri,False,True
2008-01-01,2007,Virginia,Texas Tech,28,31,59,-3,Texas Tech,False,True
2008-01-01,2007,Florida,Michigan,35,41,76,-6,Michigan,False,True
2008-01-01,2007,USC,Illinois,49,17,66,32,USC,False,True
2008-01-01,2007,Georgia,Hawaii,41,10,51,31,Georgia,False,True
2008-01-02,2007,Oklahoma,West Virginia,28,48,76,-20,West Virginia,False,True
2008-01-03,2007,Virginia Tech,Kansas,21,24,45,-3,Kansas,False,True
2008-01-05,2007,Ball State,Rutgers,30,52,82,-22,Rutgers,False,True
2008-01-06,2007,Tulsa,Bowling Green,63,7,70,56,Tulsa,False,True
2008-01-07,2007,Ohio State,LSU,24,38,62,-14,LSU,False,True
2008-08-28,2008,Ball State,Northeastern,48,14,62,34,Ball State,False,False
2008-08-28,2008,Buffalo,UTEP,42,17,59,25,Buffalo,False,False
2008-08-28,2008,Central Michigan,Eastern Illinois,31,12,43,19,Central Michigan,False,False
2008-08-28,2008,Eastern Michigan,Indiana State,52,0,52,52,Eastern Michigan,False,False
2008-08-28,2008,Connecticut,Hofstra,35,3,38,32,Connecticut,False,False
2008-08-28,2008,Georgia Tech,Jacksonville State,41,14,55,27,Georgia Tech,False,False
2008-08-28,2008,Miami (OH),Vanderbilt,13,34,47,-21,Vanderbilt,False,False
2008-08-28,2008,Cincinnati,Eastern Kentucky,40,7,47,33,Cincinnati,False,False
2008-08-28,2008,Miami (FL),Charleston Southern,52,7,59,45,Miami (FL),False,False
2008-08-28,2008,Middle Tennessee,Troy,17,31,48,-14,Troy,False,False
2008-08-28,2008,South Carolina,NC State,34,0,34,34,South Carolina,False,False
2008-08-28,2008,Iowa State,South Dakota State,44,17,61,27,Iowa State,False,False
2008-08-28,2008,Baylor,Wake Forest,13,41,54,-28,Wake Forest,False,False
2008-08-28,2008,Stanford,Oregon State,36,28,64,8,Stanford,False,False
2008-08-29,2008,Army,Temple,7,35,42,-28,Temple,False,False
2008-08-29,2008,Rice,SMU,56,27,83,29,Rice,False,False
2008-08-30,2008,LSU,Appalachian State,41,13,54,28,LSU,False,False
2008-08-30,2008,Ohio State,Youngstown State,43,0,43,43,Ohio State,False,False
2008-08-30,2008,Indiana,Western Kentucky,31,13,44,18,Indiana,False,False
2008-08-30,2008,Northwestern,Syracuse,30,10,40,20,Northwestern,False,False
2008-08-30,2008,Pittsburgh,Bowling Green,17,27,44,-10,Bowling Green,False,False
2008-08-30,2008,Penn State,Coastal Carolina,66,10,76,56,Penn State,False,False
2008-08-30,2008,East Carolina,Virginia Tech,27,22,49,5,East Carolina,True,False
2008-08-30,2008,Wisconsin,Akron,38,17,55,21,Wisconsin,False,False
2008-08-30,2008,Iowa,Maine,46,3,49,43,Iowa,False,False
2008-08-30,2008,Florida,Hawaii,56,10,66,46,Florida,False,False
2008-08-30,2008,Georgia,Georgia Southern,45,21,66,24,Georgia,False,False
2008-08-30,2008,Air Force,Southern Utah,41,7,48,34,Air Force,False,False
2008-08-30,2008,Wyoming,Ohio,21,20,41,1,Wyoming,False,False
2008-08-30,2008,Navy,Towson,41,13,54,28,Navy,False,False
2008-08-30,2008,Washington State,Oklahoma State,13,39,52,-26,Oklahoma State,False,False
2008-08-30,2008,Michigan,Utah,23,25,48,-2,Utah,False,False
2008-08-30,2008,West Virginia,Villanova,48,21,69,27,West Virginia,False,False
2008-08-30,2008,Virginia,USC,7,52,59,-45,USC,False,False
2008-08-30,2008,Maryland,Delaware,14,7,21,7,Maryland,False,False
2008-08-30,2008,UAB,Tulsa,22,45,67,-23,Tulsa,False,False
2008-08-30,2008,Marshall,Illinois State,35,10,45,25,Marshall,False,False
2008-08-30,2008,New Mexico,TCU,3,26,29,-23,TCU,False,False
2008-08-30,2008,BYU,Northern Iowa,41,17,58,24,BYU,False,False
2008-08-30,2008,North Carolina,McNeese State,35,27,62,8,North Carolina,False,False
2008-08-30,2008,UCF,South Carolina State,17,0,17,17,UCF,False,False
2008-08-30,2008,Louisiana Tech,Mississippi State,22,14,36,8,Louisiana Tech,False,False
2008-08-30,2008,Arkansas,Western Illinois,28,24,52,4,Arkansas,False,False
2008-08-30,2008,Ole Miss,Memphis,41,24,65,17,Ole Miss,False,False
2008-08-30,2008,Duke,James Madison,31,7,38,24,Duke,False,False
2008-08-30,2008,Nebraska,Western Michigan,47,24,71,23,Nebraska,False,False
2008-08-30,2008,Houston,Southern,55,3,58,52,Houston,False,False
2008-08-30,2008,Southern Miss,UL-Lafayette,51,21,72,30,Southern Miss,False,False
2008-08-30,2008,Minnesota,Northern Illinois,31,27,58,4,Minnesota,False,False
2008-08-30,2008,USF,Tennessee-Martin,56,7,63,49,USF,False,False
2008-08-30,2008,Oklahoma,Chattanooga,57,2,59,55,Oklahoma,False,False
2008-08-30,2008,Auburn,UL-Monroe,34,0,34,34,Auburn,False,False
2008-08-30,2008,Texas Tech,Eastern Washington,49,24,73,25,Texas Tech,False,False
2008-08-30,2008,Texas,Florida Atlantic,52,10,62,42,Texas,False,False
2008-08-30,2008,Texas A&M,Arkansas State,14,18,32,-4,Arkansas State,False,False
2008-08-30,2008,Kansas State,North Texas,45,6,51,39,Kansas State,False,False
2008-08-30,2008,Kansas,FIU,40,10,50,30,Kansas,False,False
2008-08-30,2008,Kent State,Boston College,0,21,21,-21,Boston College,False,False
2008-08-30,2008,Clemson,Alabama,10,34,44,-24,Alabama,True,False
2008-08-30,2008,San Jose State,UC-Davis,13,10,23,3,San Jose State,False,False
2008-08-30,2008,California,Michigan State,38,31,69,7,California,False,False
2008-08-30,2008,Boise State,Idaho State,49,7,56,42,Boise State,False,False
2008-08-30,2008,Missouri,Illinois,52,42,94,10,Missouri,True,False
2008-08-30,2008,Nevada,Grambling State,49,13,62,36,Nevada,False,False
2008-08-30,2008,San Diego State,Cal Poly SLO,27,29,56,-2,Cal Poly SLO,False,False
2008-08-30,2008,UNLV,Utah State,27,17,44,10,UNLV,False,False
2008-08-30,2008,Arizona,Idaho,70,0,70,70,Arizona,False,False
2008-08-30,2008,Oregon,Washington,44,10,54,34,Oregon,False,False
2008-08-30,2008,Arizona State,Northern Arizona,30,13,43,17,Arizona State,False,False
2008-08-31,2008,Louisville,Kentucky,2,27,29,-25,Kentucky,False,False
2008-08-31,2008,Colorado,Colorado State,38,17,55,21,Colorado,True,False
2008-09-01,2008,Rutgers,Fresno State,7,24,31,-17,Fresno State,False,False
2008-09-01,2008,UCLA,Tennessee,27,24,51,3,UCLA,False,False
2008-09-04,2008,Vanderbilt,South Carolina,24,17,41,7,Vanderbilt,False,False
2008-09-05,2008,Ball State,Navy,35,23,58,12,Ball State,False,False
2008-09-06,2008,Boston College,Georgia Tech,16,19,35,-3,Georgia Tech,False,False
2008-09-06,2008,Ohio State,Ohio,26,14,40,12,Ohio State,False,False
2008-09-06,2008,Michigan,Miami (OH),16,6,22,10,Michigan,False,False
2008-09-06,2008,Temple,Connecticut,9,12,21,-3,Connecticut,False,False
2008-09-06,2008,Purdue,Northern Colorado,42,10,52,32,Purdue,False,False
2008-09-06,2008,Illinois,Eastern Illinois,47,21,68,26,Illinois,False,False
2008-09-06,2008,Wisconsin,Marshall,51,14,65,37,Wisconsin,False,False
2008-09-06,2008,Michigan State,Eastern Michigan,42,10,52,32,Michigan State,False,False
2008-09-06,2008,Iowa,FIU,42,0,42,42,Iowa,False,False
2008-09-06,2008,Auburn,Southern Miss,27,13,40,14,Auburn,False,False
2008-09-06,2008,Nebraska,San Jose State,35,12,47,23,Nebraska,False,False
2008-09-06,2008,Army,New Hampshire,10,28,38,-18,New Hampshire,False,False
2008-09-06,2008,Virginia Tech,Furman,24,7,31,17,Virginia Tech,False,False
2008-09-06,2008,Washington,BYU,27,28,55,-1,BYU,False,False
2008-09-06,2008,Syracuse,Akron,28,42,70,-14,Akron,False,False
2008-09-06,2008,Oklahoma,Cincinnati,52,26,78,26,Oklahoma,False,False
2008-09-06,2008,Penn State,Oregon State,45,14,59,31,Penn State,False,False
2008-09-06,2008,Clemson,Citadel,45,17,62,28,Clemson,False,False
2008-09-06,2008,Wyoming,Air Force,3,23,26,-20,Air Force,False,False
2008-09-06,2008,Georgia,Central Michigan,56,17,73,39,Georgia,False,False
2008-09-06,2008,Colorado State,Sacramento State,23,20,43,3,Colorado State,False,False
2008-09-06,2008,Wake Forest,Ole Miss,30,28,58,2,Wake Forest,False,False
2008-09-06,2008,Louisville,Tennessee Tech,51,10,61,41,Louisville,False,False
2008-09-06,2008,Colorado,Eastern Washington,31,24,55,7,Colorado,False,False
2008-09-06,2008,Oregon,Utah State,66,24,90,42,Oregon,False,False
2008-09-06,2008,Notre Dame,San Diego State,21,13,34,8,Notre Dame,False,False
2008-09-06,2008,Virginia,Richmond,16,0,16,16,Virginia,False,False
2008-09-06,2008,Florida Atlantic,UAB,49,34,83,15,Florida Atlantic,False,False
2008-09-06,2008,East Carolina,West Virginia,24,3,27,21,East Carolina,False,False
2008-09-06,2008,Idaho,Idaho State,42,27,69,15,Idaho,False,False
2008-09-06,2008,New Mexico,Texas A&M,22,28,50,-6,Texas A&M,False,False
2008-09-06,2008,Kentucky,Norfolk State,38,3,41,35,Kentucky,False,False
2008-09-06,2008,Eastern Kentucky,Western Kentucky,13,37,50,-24,Western Kentucky,False,False
2008-09-06,2008,Pittsburgh,Buffalo,27,16,43,11,Pittsburgh,False,False
2008-09-06,2008,Florida State,Western Carolina,69,0,69,69,Florida State,False,False
2008-09-06,2008,NC State,William & Mary,34,24,58,10,NC State,False,False
2008-09-06,2008,Washington State,California,3,66,69,-63,California,False,False
2008-09-06,2008,Mississippi State,Southeastern Louisiana,34,10,44,24,Mississippi State,False,False
2008-09-06,2008,UCF,USF,24,31,55,-7,USF,False,False
2008-09-06,2008,Arkansas State,Texas Southern,83,10,93,73,Arkansas State,False,False
2008-09-06,2008,Middle Tennessee,Maryland,24,14,38,10,Middle Tennessee,False,False
2008-09-06,2008,UL-Monroe,Arkansas,27,28,55,-1,Arkansas,True,False
2008-09-06,2008,TCU,Stephen F. Austin,67,7,74,60,TCU,False,False
2008-09-06,2008,Western Michigan,Northern Illinois,29,26,55,3,Western Michigan,False,False
2008-09-06,2008,Baylor,Northwestern State,51,6,57,45,Baylor,False,False
2008-09-06,2008,Duke,Northwestern,20,24,44,-4,Northwestern,False,False
2008-09-06,2008,Iowa State,Kent State,48,28,76,20,Iowa State,False,False
2008-09-06,2008,Missouri,SE Missouri State,52,3,55,49,Missouri,False,False
2008-09-06,2008,Alabama,Tulane,20,6,26,14,Alabama,False,False
2008-09-06,2008,Indiana,Murray State,45,3,48,42,Indiana,False,False
2008-09-06,2008,Oklahoma State,Houston,56,37,93,19,Oklahoma State,False,False
2008-09-06,2008,North Texas,Tulsa,26,56,82,-30,Tulsa,False,False
2008-09-06,2008,Kansas State,Montana State,69,10,79,59,Kansas State,False,False
2008-09-06,2008,Kansas,Louisiana Tech,29,0,29,29,Kansas,False,False
2008-09-06,2008,Bowling Green,Minnesota,17,42,59,-25,Minnesota,False,False
2008-09-06,2008,SMU,Texas State,47,36,83,11,SMU,False,False
2008-09-06,2008,Florida,Miami (FL),26,3,29,23,Florida,False,False
2008-09-06,2008,Memphis,Rice,35,42,77,-7,Rice,False,False
2008-09-06,2008,Utah,UNLV,42,21,63,21,Utah,False,False
2008-09-06,2008,Nevada,Texas Tech,19,35,54,-16,Texas Tech,False,False
2008-09-06,2008,Arizona,Toledo,41,16,57,25,Arizona,False,False
2008-09-06,2008,Arizona State,Stanford,41,17,58,24,Arizona State,False,False
2008-09-06,2008,UTEP,Texas,13,42,55,-29,Texas,False,False
2008-09-06,2008,Hawaii,Weber State,36,17,53,19,Hawaii,False,False
2008-09-11,2008,Rutgers,North Carolina,12,44,56,-32,North Carolina,False,False
2008-09-12,2008,USF,Kansas,37,34,71,3,USF,False,False
2008-09-12,2008,UL-Monroe,Alabama A&M,37,15,52,22,UL-Monroe,False,False
2008-09-12,2008,Baylor,Washington State,45,17,62,28,Baylor,False,False
2008-09-13,2008,Houston,Air Force,28,31,59,-3,Air Force,False,False
2008-09-13,2008,Buffalo,Temple,30,28,58,2,Buffalo,False,False
2008-09-13,2008,Illinois,UL-Lafayette,20,17,37,3,Illinois,False,False
2008-09-13,2008,Maryland,California,35,27,62,8,Maryland,False,False
2008-09-13,2008,Duke,Navy,41,31,72,10,Duke,False,False
2008-09-13,2008,Clemson,NC State,27,9,36,18,Clemson,False,False
2008-09-13,2008,Eastern Michigan,Toledo,17,41,58,-24,Toledo,False,False
2008-09-13,2008,Minnesota,Montana State,35,23,58,12,Minnesota,False,False
2008-09-13,2008,Michigan State,Florida Atlantic,17,0,17,17,Michigan State,False,False
2008-09-13,2008,Northwestern,Southern Illinois,33,7,40,26,Northwestern,False,False
2008-09-13,2008,Iowa,Iowa State,17,5,22,12,Iowa,False,False
2008-09-13,2008,Tennessee,UAB,35,3,38,32,Tennessee,False,False
2008-09-13,2008,Missouri,Nevada,69,17,86,52,Missouri,False,False
2008-09-13,2008,Akron,Ball State,24,41,65,-17,Ball State,False,False
2008-09-13,2008,TCU,Stanford,31,14,45,17,TCU,False,False
2008-09-13,2008,Oklahoma State,Missouri State,57,13,70,44,Oklahoma State,False,False
2008-09-13,2008,Ohio,Central Michigan,28,31,59,-3,Central Michigan,False,False
2008-09-13,2008,Kent State,Delaware State,24,3,27,21,Kent State,False,False
2008-09-13,2008,Tulane,East Carolina,24,28,52,-4,East Carolina,False,False
2008-09-13,2008,Miami (OH),Charleston Southern,38,27,65,11,Miami (OH),False,False
2008-09-13,2008,Wyoming,North Dakota State,16,13,29,3,Wyoming,False,False
2008-09-13,2008,BYU,UCLA,59,0,59,59,BYU,False,False
2008-09-13,2008,Syracuse,Penn State,13,55,68,-42,Penn State,False,False
2008-09-13,2008,Purdue,Oregon,26,32,58,-6,Oregon,False,False
2008-09-13,2008,Virginia Tech,Georgia Tech,20,17,37,3,Virginia Tech,False,False
2008-09-13,2008,South Carolina,Georgia,7,14,21,-7,Georgia,False,False
2008-09-13,2008,Notre Dame,Michigan,35,17,52,18,Notre Dame,False,False
2008-09-13,2008,Florida State,Chattanooga,46,7,53,39,Florida State,False,False
2008-09-13,2008,Oregon State,Hawaii,45,7,52,38,Oregon State,False,False
2008-09-13,2008,Idaho,Western Michigan,28,51,79,-23,Western Michigan,False,False
2008-09-13,2008,Nebraska,New Mexico State,38,7,45,31,Nebraska,False,False
2008-09-13,2008,Marshall,Memphis,17,16,33,1,Marshall,False,False
2008-09-13,2008,Arkansas State,Southern Miss,24,27,51,-3,Southern Miss,False,False
2008-09-13,2008,Troy,Alcorn State,65,0,65,65,Troy,False,False
2008-09-13,2008,Kentucky,Middle Tennessee,20,14,34,6,Kentucky,False,False
2008-09-13,2008,Ole Miss,Samford,34,10,44,24,Ole Miss,False,False
2008-09-13,2008,Vanderbilt,Rice,38,21,59,17,Vanderbilt,False,False
2008-09-13,2008,Mississippi State,Auburn,2,3,5,-1,Auburn,False,False
2008-09-13,2008,Alabama,Western Kentucky,41,7,48,34,Alabama,False,False
2008-09-13,2008,Texas Tech,SMU,43,7,50,36,Texas Tech,False,False
2008-09-13,2008,Connecticut,Virginia,45,10,55,35,Connecticut,False,False
2008-09-13,2008,Washington,Oklahoma,14,55,69,-41,Oklahoma,False,False
2008-09-13,2008,LSU,North Texas,41,3,44,38,LSU,False,False
2008-09-13,2008,Utah State,Utah,10,58,68,-48,Utah,False,False
2008-09-13,2008,USC,Ohio State,35,3,38,32,USC,False,False
2008-09-13,2008,San Jose State,San Diego State,35,10,45,25,San Jose State,False,False
2008-09-13,2008,Boise State,Bowling Green,20,7,27,13,Boise State,False,False
2008-09-13,2008,New Mexico,Arizona,36,28,64,8,New Mexico,False,False
2008-09-13,2008,Arizona State,UNLV,20,23,43,-3,UNLV,False,False
2008-09-13,2008,Fresno State,Wisconsin,10,13,23,-3,Wisconsin,False,False
2008-09-17,2008,Louisville,Kansas State,38,29,67,9,Louisville,False,False
2008-09-18,2008,Colorado,West Virginia,17,14,31,3,Colorado,False,False
2008-09-19,2008,Connecticut,Baylor,31,28,59,3,Connecticut,False,False
2008-09-20,2008,Georgia Tech,Mississippi State,38,7,45,31,Georgia Tech,False,False
2008-09-20,2008,Minnesota,Florida Atlantic,37,3,40,34,Minnesota,False,False
2008-09-20,2008,Penn State,Temple,45,3,48,42,Penn State,False,False
2008-09-20,2008,NC State,East Carolina,30,24,54,6,NC State,False,False
2008-09-20,2008,Pittsburgh,Iowa,21,20,41,1,Pittsburgh,False,False
2008-09-20,2008,Purdue,Central Michigan,32,25,57,7,Purdue,False,False
2008-09-20,2008,Ohio State,Troy,28,10,38,18,Ohio State,False,False
2008-09-20,2008,Northwestern,Ohio,16,8,24,8,Northwestern,False,False
2008-09-20,2008,Arkansas,Alabama,14,49,63,-35,Alabama,False,False
2008-09-20,2008,Boston College,UCF,34,7,41,27,Boston College,False,False
2008-09-20,2008,Maryland,Eastern Michigan,51,24,75,27,Maryland,False,False
2008-09-20,2008,Army,Akron,3,22,25,-19,Akron,False,False
2008-09-20,2008,Clemson,South Carolina State,54,0,54,54,Clemson,False,False
2008-09-20,2008,Missouri,Buffalo,42,21,63,21,Missouri,False,False
2008-09-20,2008,BYU,Wyoming,44,0,44,44,BYU,False,False
2008-09-20,2008,Northern Illinois,Indiana State,48,3,51,45,Northern Illinois,False,False
2008-09-20,2008,Tulane,UL-Monroe,24,10,34,14,Tulane,False,False
2008-09-20,2008,UCLA,Arizona,10,31,41,-21,Arizona,False,False
2008-09-20,2008,Colorado State,Houston,28,25,53,3,Colorado State,False,False
2008-09-20,2008,Oregon,Boise State,32,37,69,-5,Boise State,False,False
2008-09-20,2008,Southern Miss,Marshall,27,34,61,-7,Marshall,False,False
2008-09-20,2008,Navy,Rutgers,23,21,44,2,Navy,False,False
2008-09-20,2008,Texas A&M,Miami (FL),23,41,64,-18,Miami (FL),False,False
2008-09-20,2008,Tennessee,Florida,6,30,36,-24,Florida,False,False
2008-09-20,2008,Syracuse,Northeastern,30,21,51,9,Syracuse,False,False
2008-09-20,2008,Michigan State,Notre Dame,23,7,30,16,Michigan State,False,False
2008-09-20,2008,North Carolina,Virginia Tech,17,20,37,-3,Virginia Tech,False,False
2008-09-20,2008,Utah State,Idaho,42,17,59,25,Utah State,False,False
2008-09-20,2008,UAB,Alabama State,45,10,55,35,UAB,False,False
2008-09-20,2008,Air Force,Utah,23,30,53,-7,Utah,False,False
2008-09-20,2008,FIU,USF,9,17,26,-8,USF,False,False
2008-09-20,2008,UL-Lafayette,Kent State,44,27,71,17,UL-Lafayette,False,False
2008-09-20,2008,Arkansas State,Middle Tennessee,31,14,45,17,Arkansas State,False,False
2008-09-20,2008,Louisiana Tech,Southeastern Louisiana,41,26,67,15,Louisiana Tech,False,False
2008-09-20,2008,South Carolina,Wofford,23,13,36,10,South Carolina,False,False
2008-09-20,2008,Washington State,Portland State,48,9,57,39,Washington State,False,False
2008-09-20,2008,Kansas,Sam Houston State,38,14,52,24,Kansas,False,False
2008-09-20,2008,Western Kentucky,Murray State,50,9,59,41,Western Kentucky,False,False
2008-09-20,2008,Indiana,Ball State,20,42,62,-22,Ball State,False,False
2008-09-20,2008,Texas,Rice,52,10,62,42,Texas,False,False
2008-09-20,2008,Texas Tech,Massachusetts,56,14,70,42,Texas Tech,False,False
2008-09-20,2008,Florida State,Wake Forest,3,12,15,-9,Wake Forest,False,False
2008-09-20,2008,Ole Miss,Vanderbilt,17,23,40,-6,Vanderbilt,False,False
2008-09-20,2008,Tulsa,New Mexico,56,14,70,42,Tulsa,False,False
2008-09-20,2008,Western Michigan,Tennessee Tech,41,7,48,34,Western Michigan,False,False
2008-09-20,2008,Cincinnati,Miami (OH),45,20,65,25,Cincinnati,False,False
2008-09-20,2008,Auburn,LSU,21,26,47,-5,LSU,False,False
2008-09-20,2008,Memphis,Nicholls State,31,10,41,21,Memphis,False,False
2008-09-20,2008,SMU,TCU,7,48,55,-41,TCU,False,False
2008-09-20,2008,Arizona State,Georgia,10,27,37,-17,Georgia,False,False
2008-09-20,2008,Toledo,Fresno State,54,55,109,-1,Fresno State,False,False
2008-09-20,2008,UNLV,Iowa State,34,31,65,3,UNLV,False,False
2008-09-20,2008,Stanford,San Jose State,23,10,33,13,Stanford,False,False
2008-09-20,2008,UTEP,New Mexico State,33,34,67,-1,New Mexico State,False,False
2008-09-25,2008,Tulane,SMU,34,27,61,7,Tulane,False,False
2008-09-25,2008,Oregon State,USC,27,21,48,6,Oregon State,False,False
2008-09-26,2008,Louisville,Connecticut,21,26,47,-5,Connecticut,False,False
2008-09-27,2008,Miami (FL),North Carolina,24,28,52,-4,North Carolina,False,False
2008-09-27,2008,Iowa,Northwestern,17,22,39,-5,Northwestern,False,False
2008-09-27,2008,Eastern Michigan,Northern Illinois,0,37,37,-37,Northern Illinois,False,False
2008-09-27,2008,Ball State,Kent State,41,20,61,21,Ball State,False,False
2008-09-27,2008,Syracuse,Pittsburgh,24,34,58,-10,Pittsburgh,False,False
2008-09-27,2008,Duke,Virginia,31,3,34,28,Duke,False,False
2008-09-27,2008,Indiana,Michigan State,29,42,71,-13,Michigan State,False,False
2008-09-27,2008,Clemson,Maryland,17,20,37,-3,Maryland,False,False
2008-09-27,2008,Ohio State,Minnesota,34,21,55,13,Ohio State,False,False
2008-09-27,2008,Texas A&M,Army,21,17,38,4,Texas A&M,False,False
2008-09-27,2008,Florida,Ole Miss,30,31,61,-1,Ole Miss,False,False
2008-09-27,2008,Boston College,Rhode Island,42,0,42,42,Boston College,False,False
2008-09-27,2008,Temple,Western Michigan,3,7,10,-4,Western Michigan,False,False
2008-09-27,2008,Memphis,Arkansas State,29,17,46,12,Memphis,False,False
2008-09-27,2008,Ohio,Virginia Military,51,31,82,20,Ohio,False,False
2008-09-27,2008,West Virginia,Marshall,27,3,30,24,West Virginia,False,False
2008-09-27,2008,Rutgers,Morgan State,38,0,38,38,Rutgers,False,False
2008-09-27,2008,Florida State,Colorado,39,21,60,18,Florida State,False,False
2008-09-27,2008,Akron,Cincinnati,15,17,32,-2,Cincinnati,False,False
2008-09-27,2008,Texas,Arkansas,52,10,62,42,Texas,False,False
2008-09-27,2008,Michigan,Wisconsin,27,25,52,2,Michigan,False,False
2008-09-27,2008,UCLA,Fresno State,31,36,67,-5,Fresno State,False,False
2008-09-27,2008,East Carolina,Houston,24,41,65,-17,Houston,False,False
2008-09-27,2008,Auburn,Tennessee,14,12,26,2,Auburn,False,False
2008-09-27,2008,Kansas State,UL-Lafayette,45,37,82,8,Kansas State,False,False
2008-09-27,2008,Notre Dame,Purdue,38,21,59,17,Notre Dame,False,False
2008-09-27,2008,Wake Forest,Navy,17,24,41,-7,Navy,False,False
2008-09-27,2008,Central Michigan,Buffalo,27,25,52,2,Central Michigan,False,False
2008-09-27,2008,Wyoming,Bowling Green,16,45,61,-29,Bowling Green,False,False
2008-09-27,2008,Rice,North Texas,77,20,97,57,Rice,False,False
2008-09-27,2008,California,Colorado State,42,7,49,35,California,False,False
2008-09-27,2008,Washington State,Oregon,14,63,77,-49,Oregon,False,False
2008-09-27,2008,Oklahoma,TCU,35,10,45,25,Oklahoma,False,False
2008-09-27,2008,Kentucky,Western Kentucky,41,3,44,38,Kentucky,False,False
2008-09-27,2008,South Carolina,UAB,26,13,39,13,South Carolina,False,False
2008-09-27,2008,Tulsa,Central Arkansas,62,34,96,28,Tulsa,False,False
2008-09-27,2008,Oklahoma State,Troy,55,24,79,31,Oklahoma State,False,False
2008-09-27,2008,Toledo,FIU,16,35,51,-19,FIU,False,False
2008-09-27,2008,LSU,Mississippi State,34,24,58,10,LSU,False,False
2008-09-27,2008,NC State,USF,10,41,51,-31,USF,False,False
2008-09-27,2008,Georgia,Alabama,30,41,71,-11,Alabama,False,False
2008-09-27,2008,UTEP,UCF,58,13,71,45,UTEP,False,False
2008-09-27,2008,Utah,Weber State,37,21,58,16,Utah,False,False
2008-09-27,2008,Nebraska,Virginia Tech,30,35,65,-5,Virginia Tech,False,False
2008-09-27,2008,Penn State,Illinois,38,24,62,14,Penn State,False,False
2008-09-27,2008,New Mexico State,New Mexico,24,35,59,-11,New Mexico,False,False
2008-09-27,2008,San Diego State,Idaho,45,17,62,28,San Diego State,False,False
2008-09-27,2008,Washington,Stanford,28,35,63,-7,Stanford,False,False
2008-09-27,2008,UNLV,Nevada,27,49,76,-22,Nevada,False,False
2008-09-27,2008,Hawaii,San Jose State,17,20,37,-3,San Jose State,False,False
2008-09-30,2008,Middle Tennessee,Florida Atlantic,14,13,27,1,Middle Tennessee,False,False
2008-10-01,2008,Boise State,Louisiana Tech,38,3,41,35,Boise State,False,False
2008-10-02,2008,USF,Pittsburgh,21,26,47,-5,Pittsburgh,False,False
2008-10-02,2008,UAB,Memphis,30,33,63,-3,Memphis,False,False
2008-10-02,2008,Utah,Oregon State,31,28,59,3,Utah,False,False
2008-10-03,2008,Utah State,BYU,14,34,48,-20,BYU,False,False
2008-10-03,2008,Marshall,Cincinnati,10,33,43,-23,Cincinnati,False,False
2008-10-04,2008,West Virginia,Rutgers,24,17,41,7,West Virginia,False,False
2008-10-04,2008,NC State,Boston College,31,38,69,-7,Boston College,False,False
2008-10-04,2008,Purdue,Penn State,6,20,26,-14,Penn State,False,False
2008-10-04,2008,Minnesota,Indiana,16,7,23,9,Minnesota,False,False
2008-10-04,2008,Michigan State,Iowa,16,13,29,3,Michigan State,False,False
2008-10-04,2008,Georgia Tech,Duke,27,0,27,27,Georgia Tech,False,False
2008-10-04,2008,Kent State,Akron,27,30,57,-3,Akron,False,False
2008-10-04,2008,Iowa State,Kansas,33,35,68,-2,Kansas,False,False
2008-10-04,2008,Arkansas,Florida,7,38,45,-31,Florida,False,False
2008-10-04,2008,Baylor,Oklahoma,17,49,66,-32,Oklahoma,False,False
2008-10-04,2008,Virginia Tech,Western Kentucky,27,13,40,14,Virginia Tech,False,False
2008-10-04,2008,New Mexico State,Alcorn State,45,10,55,35,New Mexico State,False,False
2008-10-04,2008,Western Michigan,Ohio,41,20,61,21,Western Michigan,False,False
2008-10-04,2008,Colorado State,UNLV,41,28,69,13,Colorado State,False,False
2008-10-04,2008,Ole Miss,South Carolina,24,31,55,-7,South Carolina,False,False
2008-10-04,2008,Notre Dame,Stanford,28,21,49,7,Notre Dame,False,False
2008-10-04,2008,Tulane,Army,13,44,57,-31,Army,False,False
2008-10-04,2008,Michigan,Illinois,20,45,65,-25,Illinois,False,False
2008-10-04,2008,Miami (OH),Temple,10,28,38,-18,Temple,False,False
2008-10-04,2008,UCF,SMU,31,17,48,14,UCF,False,False
2008-10-04,2008,Miami (FL),Florida State,39,41,80,-2,Florida State,False,False
2008-10-04,2008,California,Arizona State,24,14,38,10,California,False,False
2008-10-04,2008,Alabama,Kentucky,17,14,31,3,Alabama,False,False
2008-10-04,2008,Kansas State,Texas Tech,28,58,86,-30,Texas Tech,False,False
2008-10-04,2008,Air Force,Navy,27,33,60,-6,Navy,False,False
2008-10-04,2008,Bowling Green,Eastern Michigan,21,24,45,-3,Eastern Michigan,False,False
2008-10-04,2008,Idaho,Nevada,14,49,63,-35,Nevada,False,False
2008-10-04,2008,TCU,San Diego State,41,7,48,34,TCU,False,False
2008-10-04,2008,Vanderbilt,Auburn,14,13,27,1,Vanderbilt,False,False
2008-10-04,2008,North Carolina,Connecticut,38,12,50,26,North Carolina,False,False
2008-10-04,2008,North Texas,FIU,10,42,52,-32,FIU,False,False
